
[Wed Jan 04 18:46:28.763 2017] Begin Peak Summation Update test @ 8000 KHz
[Wed Jan 04 18:46:30.935 2017] ,START,EOL
[Wed Jan 04 18:46:30.951 2017] ,COMMENT,Peak Summation
[Wed Jan 04 18:46:30.967 2017] ,COMMENT,TX BIAS DELAY HAS BEEN REMOVED
[Wed Jan 04 18:46:31.014 2017] ,INFO,BOARD_ID,NA,SOIL_TYPE,NA,START_FREQ,8000,STOP_FREQ,12000,FREQ_INC,100,DELAY_TIME,100,NUM_SEQ_MEASURES,10,FIRMWARE_VERSION,0.1.8,TX_COIL,1,RX_COIL,1
[Wed Jan 04 18:46:31.170 2017] ,ACTION,SOIL TYPE,WATER CONTENT (%),tx_freq_actual (KHz),ADC Value (mV),TEMPERATURE (degC)
[Wed Jan 04 18:54:51.257 2017] ,MEASURE,NA,NA,34100.00,24,22
[Wed Jan 04 18:54:51.288 2017] ,RECORD,NA,NA,34100.00,24,22
[Wed Jan 04 18:54:51.319 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 34100.00,running_sum = 199 (12bit),running_sum = 194 (mV), temp = 22
[Wed Jan 04 18:54:51.741 2017] ,DISCHARGE,NA,NA,34100.00,21,22
[Wed Jan 04 18:54:54.632 2017] ,CHARGING,NA,NA,34200.00,29,22
[Wed Jan 04 18:54:54.772 2017] ,CHARGING,NA,NA,34200.00,28,22
[Wed Jan 04 18:54:55.007 2017] ,MEASURE,NA,NA,34200.00,28,22
[Wed Jan 04 18:54:55.241 2017] ,MEASURE,NA,NA,34200.00,27,22
[Wed Jan 04 18:54:55.476 2017] ,MEASURE,NA,NA,34200.00,28,22
[Wed Jan 04 18:54:55.710 2017] ,MEASURE,NA,NA,34200.00,28,22
[Wed Jan 04 18:54:55.960 2017] ,MEASURE,NA,NA,34200.00,29,22
[Wed Jan 04 18:54:55.991 2017] ,RECORD,NA,NA,34200.00,29,22
[Wed Jan 04 18:54:56.023 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 34200.00,running_sum = 229 (12bit),running_sum = 224 (mV), temp = 22
[Wed Jan 04 18:54:59.304 2017] ,CHARGING,NA,NA,34300.00,35,22
[Wed Jan 04 18:54:59.445 2017] ,CHARGING,NA,NA,34300.00,38,22
[Wed Jan 04 18:54:59.570 2017] ,CHARGING,NA,NA,34300.00,35,22
[Wed Jan 04 18:54:59.804 2017] ,MEASURE,NA,NA,34300.00,35,22
[Wed Jan 04 18:55:00.054 2017] ,MEASURE,NA,NA,34300.00,36,22
[Wed Jan 04 18:55:00.288 2017] ,MEASURE,NA,NA,34300.00,37,22
[Wed Jan 04 18:55:00.523 2017] ,MEASURE,NA,NA,34300.00,38,22
[Wed Jan 04 18:55:00.773 2017] ,MEASURE,NA,NA,34300.00,38,22
[Wed Jan 04 18:55:00.804 2017] ,RECORD,NA,NA,34300.00,38,22
[Wed Jan 04 18:55:00.835 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 34300.00,running_sum = 268 (12bit),running_sum = 262 (mV), temp = 22
[Wed Jan 04 18:55:04.101 2017] ,CHARGING,NA,NA,34400.00,48,22
[Wed Jan 04 18:55:04.242 2017] ,CHARGING,NA,NA,34400.00,46,22
[Wed Jan 04 18:55:04.476 2017] ,MEASURE,NA,NA,34400.00,48,22
[Wed Jan 04 18:55:04.710 2017] ,MEASURE,NA,NA,34400.00,46,22
[Wed Jan 04 18:55:04.960 2017] ,MEASURE,NA,NA,34400.00,47,22
[Wed Jan 04 18:55:05.195 2017] ,MEASURE,NA,NA,34400.00,49,22
[Wed Jan 04 18:55:05.429 2017] ,MEASURE,NA,NA,34400.00,49,22
[Wed Jan 04 18:55:05.476 2017] ,RECORD,NA,NA,34400.00,49,22
[Wed Jan 04 18:55:05.507 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 34400.00,running_sum = 318 (12bit),running_sum = 311 (mV), temp = 22
[Wed Jan 04 18:55:08.773 2017] ,CHARGING,NA,NA,34500.00,63,22
[Wed Jan 04 18:55:08.898 2017] ,CHARGING,NA,NA,34500.00,63,22
[Wed Jan 04 18:55:09.039 2017] ,CHARGING,NA,NA,34500.00,63,22
[Wed Jan 04 18:55:09.289 2017] ,MEASURE,NA,NA,34500.00,63,22
[Wed Jan 04 18:55:09.523 2017] ,MEASURE,NA,NA,34500.00,63,22
[Wed Jan 04 18:55:09.773 2017] ,MEASURE,NA,NA,34500.00,63,22
[Wed Jan 04 18:55:10.008 2017] ,MEASURE,NA,NA,34500.00,63,22
[Wed Jan 04 18:55:10.226 2017] ,MEASURE,NA,NA,34500.00,63,22
[Wed Jan 04 18:55:10.258 2017] ,RECORD,NA,NA,34500.00,63,22
[Wed Jan 04 18:55:10.289 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 34500.00,running_sum = 383 (12bit),running_sum = 374 (mV), temp = 22
[Wed Jan 04 18:55:13.570 2017] ,CHARGING,NA,NA,34600.00,90,22
[Wed Jan 04 18:55:13.711 2017] ,CHARGING,NA,NA,34600.00,87,22
[Wed Jan 04 18:55:13.961 2017] ,MEASURE,NA,NA,34600.00,92,22
[Wed Jan 04 18:55:14.195 2017] ,MEASURE,NA,NA,34600.00,92,22
[Wed Jan 04 18:55:14.430 2017] ,MEASURE,NA,NA,34600.00,85,22
[Wed Jan 04 18:55:14.680 2017] ,MEASURE,NA,NA,34600.00,87,22
[Wed Jan 04 18:55:14.898 2017] ,MEASURE,NA,NA,34600.00,90,22
[Wed Jan 04 18:55:14.930 2017] ,RECORD,NA,NA,34600.00,90,22
[Wed Jan 04 18:55:14.961 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 34600.00,running_sum = 475 (12bit),running_sum = 464 (mV), temp = 22
[Wed Jan 04 18:55:18.242 2017] ,CHARGING,NA,NA,34700.00,128,22
[Wed Jan 04 18:55:18.383 2017] ,CHARGING,NA,NA,34700.00,129,22
[Wed Jan 04 18:55:18.524 2017] ,CHARGING,NA,NA,34700.00,128,22
[Wed Jan 04 18:55:18.758 2017] ,MEASURE,NA,NA,34700.00,128,22
[Wed Jan 04 18:55:19.008 2017] ,MEASURE,NA,NA,34700.00,129,22
[Wed Jan 04 18:55:19.242 2017] ,MEASURE,NA,NA,34700.00,129,22
[Wed Jan 04 18:55:19.477 2017] ,MEASURE,NA,NA,34700.00,128,22
[Wed Jan 04 18:55:19.727 2017] ,MEASURE,NA,NA,34700.00,129,22
[Wed Jan 04 18:55:19.758 2017] ,RECORD,NA,NA,34700.00,129,22
[Wed Jan 04 18:55:19.789 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 34700.00,running_sum = 607 (12bit),running_sum = 593 (mV), temp = 22
[Wed Jan 04 18:55:23.071 2017] ,CHARGING,NA,NA,34800.00,194,22
[Wed Jan 04 18:55:23.196 2017] ,CHARGING,NA,NA,34800.00,194,22
[Wed Jan 04 18:55:23.430 2017] ,MEASURE,NA,NA,34800.00,194,22
[Wed Jan 04 18:55:23.665 2017] ,MEASURE,NA,NA,34800.00,194,22
[Wed Jan 04 18:55:23.915 2017] ,MEASURE,NA,NA,34800.00,197,22
[Wed Jan 04 18:55:24.149 2017] ,MEASURE,NA,NA,34800.00,194,22
[Wed Jan 04 18:55:24.383 2017] ,MEASURE,NA,NA,34800.00,193,22
[Wed Jan 04 18:55:24.430 2017] ,RECORD,NA,NA,34800.00,193,22
[Wed Jan 04 18:55:24.461 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 34800.00,running_sum = 805 (12bit),running_sum = 786 (mV), temp = 22
[Wed Jan 04 18:55:27.727 2017] ,CHARGING,NA,NA,34900.00,286,22
[Wed Jan 04 18:55:27.868 2017] ,CHARGING,NA,NA,34900.00,285,22
[Wed Jan 04 18:55:28.118 2017] ,MEASURE,NA,NA,34900.00,282,22
[Wed Jan 04 18:55:28.352 2017] ,MEASURE,NA,NA,34900.00,288,22
[Wed Jan 04 18:55:28.587 2017] ,MEASURE,NA,NA,34900.00,281,22
[Wed Jan 04 18:55:28.837 2017] ,MEASURE,NA,NA,34900.00,284,22
[Wed Jan 04 18:55:29.071 2017] ,MEASURE,NA,NA,34900.00,284,22
[Wed Jan 04 18:55:29.102 2017] ,RECORD,NA,NA,34900.00,284,22
[Wed Jan 04 18:55:29.134 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 34900.00,running_sum = 1096 (12bit),running_sum = 1070 (mV), temp = 22
[Wed Jan 04 18:55:32.415 2017] ,CHARGING,NA,NA,35000.00,362,22
[Wed Jan 04 18:55:32.556 2017] ,CHARGING,NA,NA,35000.00,363,22
[Wed Jan 04 18:55:32.681 2017] ,CHARGING,NA,NA,35000.00,358,22
[Wed Jan 04 18:55:32.931 2017] ,MEASURE,NA,NA,35000.00,361,22
[Wed Jan 04 18:55:33.165 2017] ,MEASURE,NA,NA,35000.00,360,22
[Wed Jan 04 18:55:33.399 2017] ,MEASURE,NA,NA,35000.00,355,22
[Wed Jan 04 18:55:33.649 2017] ,MEASURE,NA,NA,35000.00,360,22
[Wed Jan 04 18:55:33.884 2017] ,MEASURE,NA,NA,35000.00,364,22
[Wed Jan 04 18:55:33.915 2017] ,RECORD,NA,NA,35000.00,364,22
[Wed Jan 04 18:55:33.946 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 35000.00,running_sum = 1469 (12bit),running_sum = 1435 (mV), temp = 22
[Wed Jan 04 18:55:37.228 2017] ,CHARGING,NA,NA,35100.00,355,22
[Wed Jan 04 18:55:37.368 2017] ,CHARGING,NA,NA,35100.00,357,22
[Wed Jan 04 18:55:37.509 2017] ,CHARGING,NA,NA,35100.00,357,22
[Wed Jan 04 18:55:37.759 2017] ,MEASURE,NA,NA,35100.00,360,22
[Wed Jan 04 18:55:37.993 2017] ,MEASURE,NA,NA,35100.00,355,22
[Wed Jan 04 18:55:38.228 2017] ,MEASURE,NA,NA,35100.00,353,22
[Wed Jan 04 18:55:38.462 2017] ,MEASURE,NA,NA,35100.00,353,22
[Wed Jan 04 18:55:38.697 2017] ,MEASURE,NA,NA,35100.00,351,22
[Wed Jan 04 18:55:38.743 2017] ,NEGATIVE_TRANSITION,NA,NA,freq = 35100.00,measure  = 359 (12bit) = 351 (mV),temp = 22
[Wed Jan 04 18:55:39.134 2017] ,90% Point at 79 (12bit) 77 (mV)
[Wed Jan 04 18:55:39.181 2017] ,3dB located at index = 30 with value 92 (12bit) 90 (mV)
[Wed Jan 04 18:55:39.243 2017] ,PEAK_SUMMATION,NA,NA,Actual_Freq = 35100.00,Peak_Summation = 5bd (12bit-hex), Peak_Summation = 1435 (mV), Temp = 22 (deg C)
[Wed Jan 04 18:55:39.368 2017] ,PEAK_INDEX = 34,PEAK_FREQ = 35000,PEAK_MEASURE = 364 (mV), PEAK_MEASURE = 46 (8bit)
[Wed Jan 04 18:55:39.462 2017] ******** TEST_MEASURE = 977 (mV), TEST_MEASURE = 1953 (mV)
[Wed Jan 04 18:55:39.525 2017] ,END,EOL
[Wed Jan 04 18:55:39.525 2017] Peak_Summation_Update_display(): byte 0 = 13
[Wed Jan 04 18:55:39.572 2017] Peak_Summation_Update_display(): byte 1 = 133
[Wed Jan 04 18:55:39.618 2017] Peak_Summation_Update_display(): byte 2 = 46
[Wed Jan 04 18:55:39.665 2017] Peak_Summation_Update_display(): byte 3 = 34
[Wed Jan 04 18:55:39.728 2017] Peak_Summation_Update_display(): byte 4 = 5
[Wed Jan 04 18:55:39.775 2017] Peak_Summation_Update_display(): byte 5 = 189
[Wed Jan 04 18:55:39.822 2017] Peak_Summation_Update_display(): byte 6 = 30
[Wed Jan 04 18:55:39.868 2017] Peak_Summation_Update_display(): byte 7 = 0
[Wed Jan 04 18:55:39.915 2017] Peak_Summation_Update_display(): byte 8 = 219
[Wed Jan 04 18:55:39.962 2017] Peak_Summation_Update_display(): byte 9 = 0
[Wed Jan 04 18:55:40.009 2017] Peak_Summation_Update_display(): byte 10 = 128
[Wed Jan 04 18:55:40.072 2017] Begin Peak Summation Update test @ 48000 KHz
[Wed Jan 04 18:55:42.228 2017] ,START,EOL
[Wed Jan 04 18:55:42.244 2017] ,COMMENT,Peak Summation
[Wed Jan 04 18:55:42.275 2017] ,COMMENT,TX BIAS DELAY HAS BEEN REMOVED
[Wed Jan 04 18:55:42.306 2017] ,INFO,BOARD_ID,NA,SOIL_TYPE,NA,START_FREQ,48000,STOP_FREQ,52000,FREQ_INC,100,DELAY_TIME,100,NUM_SEQ_MEASURES,10,FIRMWARE_VERSION,0.1.8,TX_COIL,1,RX_COIL,1
[Wed Jan 04 18:55:42.478 2017] ,ACTION,SOIL TYPE,WATER CONTENT (%),tx_freq_actual (KHz),ADC Value (mV),TEMPERATURE (degC)
[Wed Jan 04 18:55:45.728 2017] ,CHARGING,NA,NA,48000.00,23,22
[Wed Jan 04 18:55:45.869 2017] ,CHARGING,NA,NA,48000.00,23,22
[Wed Jan 04 18:55:46.103 2017] ,MEASURE,NA,NA,48000.00,23,22
[Wed Jan 04 18:55:46.353 2017] ,MEASURE,NA,NA,48000.00,23,22
[Wed Jan 04 18:55:46.588 2017] ,MEASURE,NA,NA,48000.00,23,22
[Wed Jan 04 18:55:46.822 2017] ,MEASURE,NA,NA,48000.00,23,22
[Wed Jan 04 18:55:47.056 2017] ,MEASURE,NA,NA,48000.00,23,22
[Wed Jan 04 18:55:47.088 2017] ,RECORD,NA,NA,48000.00,23,22
[Wed Jan 04 18:55:47.119 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 48000.00,running_sum = 24 (12bit),running_sum = 23 (mV), temp = 22
[Wed Jan 04 18:55:47.556 2017] ,DISCHARGE,NA,NA,48000.00,20,22
[Wed Jan 04 18:55:50.447 2017] ,CHARGING,NA,NA,48100.00,21,22
[Wed Jan 04 18:55:50.572 2017] ,CHARGING,NA,NA,48100.00,21,22
[Wed Jan 04 18:55:50.806 2017] ,MEASURE,NA,NA,48100.00,21,22
[Wed Jan 04 18:55:51.056 2017] ,MEASURE,NA,NA,48100.00,21,22
[Wed Jan 04 18:55:51.291 2017] ,MEASURE,NA,NA,48100.00,21,22
[Wed Jan 04 18:55:51.525 2017] ,MEASURE,NA,NA,48100.00,21,22
[Wed Jan 04 18:55:51.775 2017] ,MEASURE,NA,NA,48100.00,21,22
[Wed Jan 04 18:55:51.806 2017] ,RECORD,NA,NA,48100.00,21,22
[Wed Jan 04 18:55:51.838 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 48100.00,running_sum = 46 (12bit),running_sum = 45 (mV), temp = 22
[Wed Jan 04 18:55:52.244 2017] ,DISCHARGE,NA,NA,48100.00,18,22
[Wed Jan 04 18:55:55.135 2017] ,CHARGING,NA,NA,48200.00,21,22
[Wed Jan 04 18:55:55.291 2017] ,CHARGING,NA,NA,48200.00,21,22
[Wed Jan 04 18:55:55.510 2017] ,MEASURE,NA,NA,48200.00,20,22
[Wed Jan 04 18:55:55.744 2017] ,MEASURE,NA,NA,48200.00,21,22
[Wed Jan 04 18:55:55.994 2017] ,MEASURE,NA,NA,48200.00,21,22
[Wed Jan 04 18:55:56.229 2017] ,MEASURE,NA,NA,48200.00,21,22
[Wed Jan 04 18:55:56.463 2017] ,MEASURE,NA,NA,48200.00,21,22
[Wed Jan 04 18:55:56.494 2017] ,RECORD,NA,NA,48200.00,21,22
[Wed Jan 04 18:55:56.541 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 48200.00,running_sum = 67 (12bit),running_sum = 65 (mV), temp = 22
[Wed Jan 04 18:55:56.947 2017] ,DISCHARGE,NA,NA,48200.00,17,22
[Wed Jan 04 18:55:59.838 2017] ,CHARGING,NA,NA,48300.00,19,22
[Wed Jan 04 18:55:59.979 2017] ,CHARGING,NA,NA,48300.00,19,22
[Wed Jan 04 18:56:00.229 2017] ,MEASURE,NA,NA,48300.00,19,22
[Wed Jan 04 18:56:00.463 2017] ,MEASURE,NA,NA,48300.00,19,22
[Wed Jan 04 18:56:00.698 2017] ,MEASURE,NA,NA,48300.00,20,22
[Wed Jan 04 18:56:00.932 2017] ,MEASURE,NA,NA,48300.00,20,22
[Wed Jan 04 18:56:01.166 2017] ,MEASURE,NA,NA,48300.00,20,22
[Wed Jan 04 18:56:01.198 2017] ,RECORD,NA,NA,48300.00,20,22
[Wed Jan 04 18:56:01.229 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 48300.00,running_sum = 87 (12bit),running_sum = 85 (mV), temp = 22
[Wed Jan 04 18:56:01.666 2017] ,DISCHARGE,NA,NA,48300.00,16,22
[Wed Jan 04 18:56:04.557 2017] ,CHARGING,NA,NA,48400.00,19,22
[Wed Jan 04 18:56:04.682 2017] ,CHARGING,NA,NA,48400.00,19,22
[Wed Jan 04 18:56:04.917 2017] ,MEASURE,NA,NA,48400.00,18,22
[Wed Jan 04 18:56:05.167 2017] ,MEASURE,NA,NA,48400.00,18,22
[Wed Jan 04 18:56:05.401 2017] ,MEASURE,NA,NA,48400.00,19,22
[Wed Jan 04 18:56:05.635 2017] ,MEASURE,NA,NA,48400.00,19,22
[Wed Jan 04 18:56:05.885 2017] ,MEASURE,NA,NA,48400.00,19,22
[Wed Jan 04 18:56:05.917 2017] ,RECORD,NA,NA,48400.00,19,22
[Wed Jan 04 18:56:05.948 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 48400.00,running_sum = 106 (12bit),running_sum = 104 (mV), temp = 22
[Wed Jan 04 18:56:06.354 2017] ,DISCHARGE,NA,NA,48400.00,16,22
[Wed Jan 04 18:56:09.260 2017] ,CHARGING,NA,NA,48500.00,18,22
[Wed Jan 04 18:56:09.401 2017] ,CHARGING,NA,NA,48500.00,18,22
[Wed Jan 04 18:56:09.620 2017] ,MEASURE,NA,NA,48500.00,17,22
[Wed Jan 04 18:56:09.854 2017] ,MEASURE,NA,NA,48500.00,17,22
[Wed Jan 04 18:56:10.104 2017] ,MEASURE,NA,NA,48500.00,17,22
[Wed Jan 04 18:56:10.339 2017] ,MEASURE,NA,NA,48500.00,18,22
[Wed Jan 04 18:56:10.573 2017] ,MEASURE,NA,NA,48500.00,18,22
[Wed Jan 04 18:56:10.620 2017] ,RECORD,NA,NA,48500.00,18,22
[Wed Jan 04 18:56:10.651 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 48500.00,running_sum = 124 (12bit),running_sum = 121 (mV), temp = 22
[Wed Jan 04 18:56:11.073 2017] ,DISCHARGE,NA,NA,48500.00,15,22
[Wed Jan 04 18:56:13.948 2017] ,CHARGING,NA,NA,48600.00,17,22
[Wed Jan 04 18:56:14.089 2017] ,CHARGING,NA,NA,48600.00,17,22
[Wed Jan 04 18:56:14.339 2017] ,MEASURE,NA,NA,48600.00,17,22
[Wed Jan 04 18:56:14.573 2017] ,MEASURE,NA,NA,48600.00,17,22
[Wed Jan 04 18:56:14.808 2017] ,MEASURE,NA,NA,48600.00,17,22
[Wed Jan 04 18:56:15.058 2017] ,MEASURE,NA,NA,48600.00,17,22
[Wed Jan 04 18:56:15.276 2017] ,MEASURE,NA,NA,48600.00,17,22
[Wed Jan 04 18:56:15.308 2017] ,RECORD,NA,NA,48600.00,17,22
[Wed Jan 04 18:56:15.339 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 48600.00,running_sum = 141 (12bit),running_sum = 138 (mV), temp = 22
[Wed Jan 04 18:56:15.776 2017] ,DISCHARGE,NA,NA,48600.00,14,22
[Wed Jan 04 18:56:18.667 2017] ,CHARGING,NA,NA,48700.00,17,22
[Wed Jan 04 18:56:18.792 2017] ,CHARGING,NA,NA,48700.00,17,22
[Wed Jan 04 18:56:19.042 2017] ,MEASURE,NA,NA,48700.00,16,22
[Wed Jan 04 18:56:19.277 2017] ,MEASURE,NA,NA,48700.00,17,22
[Wed Jan 04 18:56:19.511 2017] ,MEASURE,NA,NA,48700.00,16,22
[Wed Jan 04 18:56:19.761 2017] ,MEASURE,NA,NA,48700.00,17,22
[Wed Jan 04 18:56:19.995 2017] ,MEASURE,NA,NA,48700.00,16,22
[Wed Jan 04 18:56:20.027 2017] ,RECORD,NA,NA,48700.00,16,22
[Wed Jan 04 18:56:20.058 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 48700.00,running_sum = 157 (12bit),running_sum = 153 (mV), temp = 22
[Wed Jan 04 18:56:20.480 2017] ,DISCHARGE,NA,NA,48700.00,14,22
[Wed Jan 04 18:56:23.371 2017] ,CHARGING,NA,NA,48800.00,16,22
[Wed Jan 04 18:56:23.511 2017] ,CHARGING,NA,NA,48800.00,15,22
[Wed Jan 04 18:56:23.745 2017] ,MEASURE,NA,NA,48800.00,15,22
[Wed Jan 04 18:56:23.996 2017] ,MEASURE,NA,NA,48800.00,16,22
[Wed Jan 04 18:56:24.214 2017] ,MEASURE,NA,NA,48800.00,16,22
[Wed Jan 04 18:56:24.449 2017] ,MEASURE,NA,NA,48800.00,16,22
[Wed Jan 04 18:56:24.699 2017] ,MEASURE,NA,NA,48800.00,16,22
[Wed Jan 04 18:56:24.730 2017] ,RECORD,NA,NA,48800.00,16,22
[Wed Jan 04 18:56:24.761 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 48800.00,running_sum = 173 (12bit),running_sum = 169 (mV), temp = 22
[Wed Jan 04 18:56:25.183 2017] ,DISCHARGE,NA,NA,48800.00,13,22
[Wed Jan 04 18:56:28.074 2017] ,CHARGING,NA,NA,48900.00,16,22
[Wed Jan 04 18:56:28.215 2017] ,CHARGING,NA,NA,48900.00,15,22
[Wed Jan 04 18:56:28.449 2017] ,MEASURE,NA,NA,48900.00,15,22
[Wed Jan 04 18:56:28.683 2017] ,MEASURE,NA,NA,48900.00,16,22
[Wed Jan 04 18:56:28.933 2017] ,MEASURE,NA,NA,48900.00,16,22
[Wed Jan 04 18:56:29.168 2017] ,MEASURE,NA,NA,48900.00,15,22
[Wed Jan 04 18:56:29.402 2017] ,MEASURE,NA,NA,48900.00,16,22
[Wed Jan 04 18:56:29.449 2017] ,RECORD,NA,NA,48900.00,16,22
[Wed Jan 04 18:56:29.480 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 48900.00,running_sum = 189 (12bit),running_sum = 185 (mV), temp = 22
[Wed Jan 04 18:56:29.887 2017] ,DISCHARGE,NA,NA,48900.00,13,22
[Wed Jan 04 18:56:32.777 2017] ,CHARGING,NA,NA,49000.00,16,22
[Wed Jan 04 18:56:32.918 2017] ,CHARGING,NA,NA,49000.00,15,22
[Wed Jan 04 18:56:33.152 2017] ,MEASURE,NA,NA,49000.00,15,22
[Wed Jan 04 18:56:33.387 2017] ,MEASURE,NA,NA,49000.00,15,22
[Wed Jan 04 18:56:33.621 2017] ,MEASURE,NA,NA,49000.00,15,22
[Wed Jan 04 18:56:33.871 2017] ,MEASURE,NA,NA,49000.00,16,22
[Wed Jan 04 18:56:34.105 2017] ,MEASURE,NA,NA,49000.00,15,22
[Wed Jan 04 18:56:34.137 2017] ,RECORD,NA,NA,49000.00,15,22
[Wed Jan 04 18:56:34.168 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 49000.00,running_sum = 204 (12bit),running_sum = 199 (mV), temp = 22
[Wed Jan 04 18:56:34.605 2017] ,DISCHARGE,NA,NA,49000.00,12,22
[Wed Jan 04 18:56:37.481 2017] ,CHARGING,NA,NA,49100.00,15,22
[Wed Jan 04 18:56:37.621 2017] ,CHARGING,NA,NA,49100.00,15,22
[Wed Jan 04 18:56:37.856 2017] ,MEASURE,NA,NA,49100.00,15,22
[Wed Jan 04 18:56:38.106 2017] ,MEASURE,NA,NA,49100.00,15,22
[Wed Jan 04 18:56:38.340 2017] ,MEASURE,NA,NA,49100.00,15,22
[Wed Jan 04 18:56:38.574 2017] ,MEASURE,NA,NA,49100.00,15,22
[Wed Jan 04 18:56:38.809 2017] ,MEASURE,NA,NA,49100.00,15,22
[Wed Jan 04 18:56:38.840 2017] ,RECORD,NA,NA,49100.00,15,22
[Wed Jan 04 18:56:38.871 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 49100.00,running_sum = 219 (12bit),running_sum = 214 (mV), temp = 22
[Wed Jan 04 18:56:39.293 2017] ,DISCHARGE,NA,NA,49100.00,12,22
[Wed Jan 04 18:56:42.200 2017] ,CHARGING,NA,NA,49200.00,15,22
[Wed Jan 04 18:56:42.325 2017] ,CHARGING,NA,NA,49200.00,15,22
[Wed Jan 04 18:56:42.559 2017] ,MEASURE,NA,NA,49200.00,14,22
[Wed Jan 04 18:56:42.793 2017] ,MEASURE,NA,NA,49200.00,15,22
[Wed Jan 04 18:56:43.043 2017] ,MEASURE,NA,NA,49200.00,15,22
[Wed Jan 04 18:56:43.278 2017] ,MEASURE,NA,NA,49200.00,15,22
[Wed Jan 04 18:56:43.528 2017] ,MEASURE,NA,NA,49200.00,15,22
[Wed Jan 04 18:56:43.559 2017] ,RECORD,NA,NA,49200.00,15,22
[Wed Jan 04 18:56:43.590 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 49200.00,running_sum = 234 (12bit),running_sum = 229 (mV), temp = 22
[Wed Jan 04 18:56:43.997 2017] ,DISCHARGE,NA,NA,49200.00,12,22
[Wed Jan 04 18:56:46.887 2017] ,CHARGING,NA,NA,49300.00,15,22
[Wed Jan 04 18:56:47.044 2017] ,CHARGING,NA,NA,49300.00,15,22
[Wed Jan 04 18:56:47.278 2017] ,MEASURE,NA,NA,49300.00,14,22
[Wed Jan 04 18:56:47.512 2017] ,MEASURE,NA,NA,49300.00,15,22
[Wed Jan 04 18:56:47.747 2017] ,MEASURE,NA,NA,49300.00,14,22
[Wed Jan 04 18:56:47.981 2017] ,MEASURE,NA,NA,49300.00,15,22
[Wed Jan 04 18:56:48.216 2017] ,MEASURE,NA,NA,49300.00,14,22
[Wed Jan 04 18:56:48.247 2017] ,RECORD,NA,NA,49300.00,14,22
[Wed Jan 04 18:56:48.278 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 49300.00,running_sum = 248 (12bit),running_sum = 242 (mV), temp = 22
[Wed Jan 04 18:56:48.716 2017] ,DISCHARGE,NA,NA,49300.00,12,22
[Wed Jan 04 18:56:51.606 2017] ,CHARGING,NA,NA,49400.00,15,22
[Wed Jan 04 18:56:51.731 2017] ,CHARGING,NA,NA,49400.00,14,22
[Wed Jan 04 18:56:51.981 2017] ,MEASURE,NA,NA,49400.00,14,22
[Wed Jan 04 18:56:52.216 2017] ,MEASURE,NA,NA,49400.00,14,22
[Wed Jan 04 18:56:52.450 2017] ,MEASURE,NA,NA,49400.00,14,22
[Wed Jan 04 18:56:52.700 2017] ,MEASURE,NA,NA,49400.00,14,22
[Wed Jan 04 18:56:52.934 2017] ,MEASURE,NA,NA,49400.00,14,22
[Wed Jan 04 18:56:52.966 2017] ,RECORD,NA,NA,49400.00,14,22
[Wed Jan 04 18:56:52.997 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 49400.00,running_sum = 262 (12bit),running_sum = 256 (mV), temp = 22
[Wed Jan 04 18:56:53.419 2017] ,DISCHARGE,NA,NA,49400.00,12,22
[Wed Jan 04 18:56:56.310 2017] ,CHARGING,NA,NA,49500.00,14,22
[Wed Jan 04 18:56:56.450 2017] ,CHARGING,NA,NA,49500.00,15,22
[Wed Jan 04 18:56:56.575 2017] ,CHARGING,NA,NA,49500.00,14,22
[Wed Jan 04 18:56:56.825 2017] ,MEASURE,NA,NA,49500.00,14,22
[Wed Jan 04 18:56:57.060 2017] ,MEASURE,NA,NA,49500.00,14,22
[Wed Jan 04 18:56:57.294 2017] ,MEASURE,NA,NA,49500.00,14,22
[Wed Jan 04 18:56:57.544 2017] ,MEASURE,NA,NA,49500.00,14,22
[Wed Jan 04 18:56:57.778 2017] ,MEASURE,NA,NA,49500.00,15,22
[Wed Jan 04 18:56:57.810 2017] ,RECORD,NA,NA,49500.00,15,22
