
[Wed Jan 04 18:46:28.763 2017] Begin Peak Summation Update test @ 8000 KHz
[Wed Jan 04 18:46:30.935 2017] ,START,EOL
[Wed Jan 04 18:46:30.951 2017] ,COMMENT,Peak Summation
[Wed Jan 04 18:46:30.967 2017] ,COMMENT,TX BIAS DELAY HAS BEEN REMOVED
[Wed Jan 04 18:46:31.014 2017] ,INFO,BOARD_ID,NA,SOIL_TYPE,NA,START_FREQ,8000,STOP_FREQ,12000,FREQ_INC,100,DELAY_TIME,100,NUM_SEQ_MEASURES,10,FIRMWARE_VERSION,0.1.8,TX_COIL,1,RX_COIL,1
[Wed Jan 04 18:46:31.170 2017] ,ACTION,SOIL TYPE,WATER CONTENT (%),tx_freq_actual (KHz),ADC Value (mV),TEMPERATURE (degC)
[Wed Jan 04 18:50:33.947 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 18100.00,running_sum = 31 (12bit),running_sum = 30 (mV), temp = 23
[Wed Jan 04 18:50:34.385 2017] ,DISCHARGE,NA,NA,18100.00,2,23
[Wed Jan 04 18:50:37.276 2017] ,CHARGING,NA,NA,18200.00,3,23
[Wed Jan 04 18:50:37.401 2017] ,CHARGING,NA,NA,18200.00,2,23
[Wed Jan 04 18:50:37.635 2017] ,MEASURE,NA,NA,18200.00,2,23
[Wed Jan 04 18:50:37.885 2017] ,MEASURE,NA,NA,18200.00,2,23
[Wed Jan 04 18:50:38.119 2017] ,MEASURE,NA,NA,18200.00,2,23
[Wed Jan 04 18:50:38.338 2017] ,MEASURE,NA,NA,18200.00,2,23
[Wed Jan 04 18:50:38.588 2017] ,MEASURE,NA,NA,18200.00,2,23
[Wed Jan 04 18:50:38.619 2017] ,RECORD,NA,NA,18200.00,2,23
[Wed Jan 04 18:50:38.651 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 18200.00,running_sum = 33 (12bit),running_sum = 32 (mV), temp = 23
[Wed Jan 04 18:50:39.057 2017] ,DISCHARGE,NA,NA,18200.00,2,23
[Wed Jan 04 18:50:41.963 2017] ,CHARGING,NA,NA,18300.00,3,23
[Wed Jan 04 18:50:42.104 2017] ,CHARGING,NA,NA,18300.00,2,23
[Wed Jan 04 18:50:42.338 2017] ,MEASURE,NA,NA,18300.00,2,22
[Wed Jan 04 18:50:42.557 2017] ,MEASURE,NA,NA,18300.00,2,22
[Wed Jan 04 18:50:42.807 2017] ,MEASURE,NA,NA,18300.00,2,23
[Wed Jan 04 18:50:43.041 2017] ,MEASURE,NA,NA,18300.00,2,23
[Wed Jan 04 18:50:43.291 2017] ,MEASURE,NA,NA,18300.00,2,22
[Wed Jan 04 18:50:43.323 2017] ,RECORD,NA,NA,18300.00,2,22
[Wed Jan 04 18:50:43.354 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 18300.00,running_sum = 35 (12bit),running_sum = 34 (mV), temp = 22
[Wed Jan 04 18:50:43.760 2017] ,DISCHARGE,NA,NA,18300.00,2,22
[Wed Jan 04 18:50:46.651 2017] ,CHARGING,NA,NA,18400.00,3,23
[Wed Jan 04 18:50:46.792 2017] ,CHARGING,NA,NA,18400.00,2,23
[Wed Jan 04 18:50:47.026 2017] ,MEASURE,NA,NA,18400.00,2,23
[Wed Jan 04 18:50:47.260 2017] ,MEASURE,NA,NA,18400.00,2,23
[Wed Jan 04 18:50:47.510 2017] ,MEASURE,NA,NA,18400.00,2,23
[Wed Jan 04 18:50:47.745 2017] ,MEASURE,NA,NA,18400.00,2,23
[Wed Jan 04 18:50:47.979 2017] ,MEASURE,NA,NA,18400.00,2,22
[Wed Jan 04 18:50:47.995 2017] ,RECORD,NA,NA,18400.00,2,22
[Wed Jan 04 18:50:48.026 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 18400.00,running_sum = 37 (12bit),running_sum = 36 (mV), temp = 22
[Wed Jan 04 18:50:48.464 2017] ,DISCHARGE,NA,NA,18400.00,2,22
[Wed Jan 04 18:50:51.339 2017] ,CHARGING,NA,NA,18500.00,2,23
[Wed Jan 04 18:50:51.479 2017] ,CHARGING,NA,NA,18500.00,2,23
[Wed Jan 04 18:50:51.729 2017] ,MEASURE,NA,NA,18500.00,2,23
[Wed Jan 04 18:50:51.964 2017] ,MEASURE,NA,NA,18500.00,2,23
[Wed Jan 04 18:50:52.198 2017] ,MEASURE,NA,NA,18500.00,2,23
[Wed Jan 04 18:50:52.432 2017] ,MEASURE,NA,NA,18500.00,2,23
[Wed Jan 04 18:50:52.667 2017] ,MEASURE,NA,NA,18500.00,2,23
[Wed Jan 04 18:50:52.698 2017] ,RECORD,NA,NA,18500.00,2,23
[Wed Jan 04 18:50:52.729 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 18500.00,running_sum = 39 (12bit),running_sum = 38 (mV), temp = 23
[Wed Jan 04 18:50:53.151 2017] ,DISCHARGE,NA,NA,18500.00,2,23
[Wed Jan 04 18:50:56.042 2017] ,CHARGING,NA,NA,18600.00,2,23
[Wed Jan 04 18:50:56.183 2017] ,CHARGING,NA,NA,18600.00,2,23
[Wed Jan 04 18:50:56.417 2017] ,MEASURE,NA,NA,18600.00,2,23
[Wed Jan 04 18:50:56.652 2017] ,MEASURE,NA,NA,18600.00,2,23
[Wed Jan 04 18:50:56.886 2017] ,MEASURE,NA,NA,18600.00,2,23
[Wed Jan 04 18:50:57.120 2017] ,MEASURE,NA,NA,18600.00,2,23
[Wed Jan 04 18:50:57.370 2017] ,MEASURE,NA,NA,18600.00,2,23
[Wed Jan 04 18:50:57.402 2017] ,RECORD,NA,NA,18600.00,2,23
[Wed Jan 04 18:50:57.433 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 18600.00,running_sum = 41 (12bit),running_sum = 40 (mV), temp = 23
[Wed Jan 04 18:50:57.839 2017] ,DISCHARGE,NA,NA,18600.00,2,23
[Wed Jan 04 18:51:00.730 2017] ,CHARGING,NA,NA,18700.00,2,23
[Wed Jan 04 18:51:00.870 2017] ,CHARGING,NA,NA,18700.00,2,23
[Wed Jan 04 18:51:01.105 2017] ,MEASURE,NA,NA,18700.00,2,23
[Wed Jan 04 18:51:01.339 2017] ,MEASURE,NA,NA,18700.00,2,23
[Wed Jan 04 18:51:01.589 2017] ,MEASURE,NA,NA,18700.00,2,23
[Wed Jan 04 18:51:01.824 2017] ,MEASURE,NA,NA,18700.00,2,23
[Wed Jan 04 18:51:02.042 2017] ,MEASURE,NA,NA,18700.00,2,23
[Wed Jan 04 18:51:02.089 2017] ,RECORD,NA,NA,18700.00,2,23
[Wed Jan 04 18:51:02.120 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 18700.00,running_sum = 43 (12bit),running_sum = 42 (mV), temp = 23
[Wed Jan 04 18:51:02.542 2017] ,DISCHARGE,NA,NA,18700.00,2,23
[Wed Jan 04 18:51:05.418 2017] ,CHARGING,NA,NA,18800.00,2,23
[Wed Jan 04 18:51:05.558 2017] ,CHARGING,NA,NA,18800.00,2,23
[Wed Jan 04 18:51:05.808 2017] ,MEASURE,NA,NA,18800.00,2,23
[Wed Jan 04 18:51:06.043 2017] ,MEASURE,NA,NA,18800.00,2,22
[Wed Jan 04 18:51:06.261 2017] ,MEASURE,NA,NA,18800.00,2,22
[Wed Jan 04 18:51:06.511 2017] ,MEASURE,NA,NA,18800.00,2,22
[Wed Jan 04 18:51:06.746 2017] ,MEASURE,NA,NA,18800.00,2,23
[Wed Jan 04 18:51:06.777 2017] ,RECORD,NA,NA,18800.00,2,23
[Wed Jan 04 18:51:06.808 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 18800.00,running_sum = 45 (12bit),running_sum = 44 (mV), temp = 23
[Wed Jan 04 18:51:07.230 2017] ,DISCHARGE,NA,NA,18800.00,2,23
[Wed Jan 04 18:51:10.121 2017] ,CHARGING,NA,NA,18900.00,2,22
[Wed Jan 04 18:51:10.262 2017] ,CHARGING,NA,NA,18900.00,2,22
[Wed Jan 04 18:51:10.496 2017] ,MEASURE,NA,NA,18900.00,2,23
[Wed Jan 04 18:51:10.730 2017] ,MEASURE,NA,NA,18900.00,2,22
[Wed Jan 04 18:51:10.965 2017] ,MEASURE,NA,NA,18900.00,2,22
[Wed Jan 04 18:51:11.199 2017] ,MEASURE,NA,NA,18900.00,2,23
[Wed Jan 04 18:51:11.449 2017] ,MEASURE,NA,NA,18900.00,2,23
[Wed Jan 04 18:51:11.480 2017] ,RECORD,NA,NA,18900.00,2,23
[Wed Jan 04 18:51:11.512 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 18900.00,running_sum = 47 (12bit),running_sum = 46 (mV), temp = 23
[Wed Jan 04 18:51:11.918 2017] ,DISCHARGE,NA,NA,18900.00,2,23
[Wed Jan 04 18:51:14.824 2017] ,CHARGING,NA,NA,19000.00,2,22
[Wed Jan 04 18:51:14.949 2017] ,CHARGING,NA,NA,19000.00,2,22
[Wed Jan 04 18:51:15.184 2017] ,MEASURE,NA,NA,19000.00,2,22
[Wed Jan 04 18:51:15.418 2017] ,MEASURE,NA,NA,19000.00,2,22
[Wed Jan 04 18:51:15.668 2017] ,MEASURE,NA,NA,19000.00,2,22
[Wed Jan 04 18:51:15.902 2017] ,MEASURE,NA,NA,19000.00,2,22
[Wed Jan 04 18:51:16.121 2017] ,MEASURE,NA,NA,19000.00,2,22
[Wed Jan 04 18:51:16.168 2017] ,RECORD,NA,NA,19000.00,2,22
[Wed Jan 04 18:51:16.199 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 19000.00,running_sum = 49 (12bit),running_sum = 48 (mV), temp = 22
[Wed Jan 04 18:51:16.621 2017] ,DISCHARGE,NA,NA,19000.00,2,22
[Wed Jan 04 18:51:19.496 2017] ,CHARGING,NA,NA,19100.00,2,22
[Wed Jan 04 18:51:19.637 2017] ,CHARGING,NA,NA,19100.00,2,22
[Wed Jan 04 18:51:19.887 2017] ,MEASURE,NA,NA,19100.00,2,22
[Wed Jan 04 18:51:20.121 2017] ,MEASURE,NA,NA,19100.00,2,22
[Wed Jan 04 18:51:20.340 2017] ,MEASURE,NA,NA,19100.00,2,22
[Wed Jan 04 18:51:20.590 2017] ,MEASURE,NA,NA,19100.00,2,22
[Wed Jan 04 18:51:20.825 2017] ,MEASURE,NA,NA,19100.00,2,22
[Wed Jan 04 18:51:20.856 2017] ,RECORD,NA,NA,19100.00,2,22
[Wed Jan 04 18:51:20.887 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 19100.00,running_sum = 51 (12bit),running_sum = 50 (mV), temp = 22
[Wed Jan 04 18:51:21.309 2017] ,DISCHARGE,NA,NA,19100.00,2,22
[Wed Jan 04 18:51:24.200 2017] ,CHARGING,NA,NA,19200.00,2,22
[Wed Jan 04 18:51:24.340 2017] ,CHARGING,NA,NA,19200.00,2,22
[Wed Jan 04 18:51:24.575 2017] ,MEASURE,NA,NA,19200.00,2,22
[Wed Jan 04 18:51:24.809 2017] ,MEASURE,NA,NA,19200.00,2,22
[Wed Jan 04 18:51:25.044 2017] ,MEASURE,NA,NA,19200.00,2,22
[Wed Jan 04 18:51:25.293 2017] ,MEASURE,NA,NA,19200.00,2,22
[Wed Jan 04 18:51:25.528 2017] ,MEASURE,NA,NA,19200.00,2,22
[Wed Jan 04 18:51:25.559 2017] ,RECORD,NA,NA,19200.00,2,22
[Wed Jan 04 18:51:25.590 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 19200.00,running_sum = 53 (12bit),running_sum = 52 (mV), temp = 22
[Wed Jan 04 18:51:26.012 2017] ,DISCHARGE,NA,NA,19200.00,2,22
[Wed Jan 04 18:51:28.903 2017] ,CHARGING,NA,NA,19300.00,2,22
[Wed Jan 04 18:51:29.028 2017] ,CHARGING,NA,NA,19300.00,2,22
[Wed Jan 04 18:51:29.262 2017] ,MEASURE,NA,NA,19300.00,2,22
[Wed Jan 04 18:51:29.512 2017] ,MEASURE,NA,NA,19300.00,2,22
[Wed Jan 04 18:51:29.747 2017] ,MEASURE,NA,NA,19300.00,2,22
[Wed Jan 04 18:51:29.981 2017] ,MEASURE,NA,NA,19300.00,2,22
[Wed Jan 04 18:51:30.216 2017] ,MEASURE,NA,NA,19300.00,2,22
[Wed Jan 04 18:51:30.247 2017] ,RECORD,NA,NA,19300.00,2,22
[Wed Jan 04 18:51:30.278 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 19300.00,running_sum = 55 (12bit),running_sum = 54 (mV), temp = 22
[Wed Jan 04 18:51:30.700 2017] ,DISCHARGE,NA,NA,19300.00,2,22
[Wed Jan 04 18:51:33.575 2017] ,CHARGING,NA,NA,19400.00,2,22
[Wed Jan 04 18:51:33.731 2017] ,CHARGING,NA,NA,19400.00,2,22
[Wed Jan 04 18:51:33.966 2017] ,MEASURE,NA,NA,19400.00,2,22
[Wed Jan 04 18:51:34.200 2017] ,MEASURE,NA,NA,19400.00,2,22
[Wed Jan 04 18:51:34.435 2017] ,MEASURE,NA,NA,19400.00,2,22
[Wed Jan 04 18:51:34.669 2017] ,MEASURE,NA,NA,19400.00,2,22
[Wed Jan 04 18:51:34.903 2017] ,MEASURE,NA,NA,19400.00,2,22
[Wed Jan 04 18:51:34.950 2017] ,RECORD,NA,NA,19400.00,2,22
[Wed Jan 04 18:51:34.981 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 19400.00,running_sum = 57 (12bit),running_sum = 56 (mV), temp = 22
[Wed Jan 04 18:51:35.388 2017] ,DISCHARGE,NA,NA,19400.00,2,22
[Wed Jan 04 18:51:38.279 2017] ,CHARGING,NA,NA,19500.00,2,22
[Wed Jan 04 18:51:38.404 2017] ,CHARGING,NA,NA,19500.00,2,22
[Wed Jan 04 18:51:38.654 2017] ,MEASURE,NA,NA,19500.00,2,22
[Wed Jan 04 18:51:38.888 2017] ,MEASURE,NA,NA,19500.00,2,22
[Wed Jan 04 18:51:39.122 2017] ,MEASURE,NA,NA,19500.00,2,22
[Wed Jan 04 18:51:39.372 2017] ,MEASURE,NA,NA,19500.00,2,22
[Wed Jan 04 18:51:39.607 2017] ,MEASURE,NA,NA,19500.00,2,22
[Wed Jan 04 18:51:39.638 2017] ,RECORD,NA,NA,19500.00,2,22
[Wed Jan 04 18:51:39.669 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 19500.00,running_sum = 59 (12bit),running_sum = 58 (mV), temp = 22
[Wed Jan 04 18:51:40.091 2017] ,DISCHARGE,NA,NA,19500.00,2,22
[Wed Jan 04 18:51:42.982 2017] ,CHARGING,NA,NA,19600.00,2,22
[Wed Jan 04 18:51:43.107 2017] ,CHARGING,NA,NA,19600.00,2,22
[Wed Jan 04 18:51:43.341 2017] ,MEASURE,NA,NA,19600.00,2,22
[Wed Jan 04 18:51:43.591 2017] ,MEASURE,NA,NA,19600.00,2,22
[Wed Jan 04 18:51:43.826 2017] ,MEASURE,NA,NA,19600.00,2,22
[Wed Jan 04 18:51:44.044 2017] ,MEASURE,NA,NA,19600.00,2,22
[Wed Jan 04 18:51:44.294 2017] ,MEASURE,NA,NA,19600.00,2,22
[Wed Jan 04 18:51:44.326 2017] ,RECORD,NA,NA,19600.00,2,22
[Wed Jan 04 18:51:44.357 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 19600.00,running_sum = 61 (12bit),running_sum = 60 (mV), temp = 22
[Wed Jan 04 18:51:44.779 2017] ,DISCHARGE,NA,NA,19600.00,2,22
[Wed Jan 04 18:51:47.670 2017] ,CHARGING,NA,NA,19700.00,2,22
[Wed Jan 04 18:51:47.810 2017] ,CHARGING,NA,NA,19700.00,2,22
[Wed Jan 04 18:51:48.045 2017] ,MEASURE,NA,NA,19700.00,2,22
[Wed Jan 04 18:51:48.263 2017] ,MEASURE,NA,NA,19700.00,2,22
[Wed Jan 04 18:51:48.513 2017] ,MEASURE,NA,NA,19700.00,2,22
[Wed Jan 04 18:51:48.748 2017] ,MEASURE,NA,NA,19700.00,2,22
[Wed Jan 04 18:51:48.982 2017] ,MEASURE,NA,NA,19700.00,2,22
[Wed Jan 04 18:51:49.029 2017] ,RECORD,NA,NA,19700.00,2,22
[Wed Jan 04 18:51:49.060 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 19700.00,running_sum = 63 (12bit),running_sum = 62 (mV), temp = 22
[Wed Jan 04 18:51:49.467 2017] ,DISCHARGE,NA,NA,19700.00,2,22
[Wed Jan 04 18:51:52.357 2017] ,CHARGING,NA,NA,19800.00,2,22
[Wed Jan 04 18:51:52.482 2017] ,CHARGING,NA,NA,19800.00,2,22
[Wed Jan 04 18:51:52.732 2017] ,MEASURE,NA,NA,19800.00,2,22
[Wed Jan 04 18:51:52.967 2017] ,MEASURE,NA,NA,19800.00,2,22
[Wed Jan 04 18:51:53.201 2017] ,MEASURE,NA,NA,19800.00,2,22
[Wed Jan 04 18:51:53.451 2017] ,MEASURE,NA,NA,19800.00,2,22
[Wed Jan 04 18:51:53.686 2017] ,MEASURE,NA,NA,19800.00,2,22
[Wed Jan 04 18:51:53.701 2017] ,RECORD,NA,NA,19800.00,2,22
[Wed Jan 04 18:51:53.732 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 19800.00,running_sum = 65 (12bit),running_sum = 63 (mV), temp = 22
[Wed Jan 04 18:51:54.170 2017] ,DISCHARGE,NA,NA,19800.00,2,22
[Wed Jan 04 18:51:57.061 2017] ,CHARGING,NA,NA,19900.00,2,22
[Wed Jan 04 18:51:57.186 2017] ,CHARGING,NA,NA,19900.00,2,22
[Wed Jan 04 18:51:57.436 2017] ,MEASURE,NA,NA,19900.00,2,22
[Wed Jan 04 18:51:57.670 2017] ,MEASURE,NA,NA,19900.00,2,22
[Wed Jan 04 18:51:57.905 2017] ,MEASURE,NA,NA,19900.00,2,22
[Wed Jan 04 18:51:58.139 2017] ,MEASURE,NA,NA,19900.00,2,22
[Wed Jan 04 18:51:58.373 2017] ,MEASURE,NA,NA,19900.00,2,22
[Wed Jan 04 18:51:58.405 2017] ,RECORD,NA,NA,19900.00,2,22
[Wed Jan 04 18:51:58.436 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 19900.00,running_sum = 67 (12bit),running_sum = 65 (mV), temp = 22
[Wed Jan 04 18:51:58.858 2017] ,DISCHARGE,NA,NA,19900.00,2,22
[Wed Jan 04 18:52:01.748 2017] ,CHARGING,NA,NA,20000.00,2,22
[Wed Jan 04 18:52:01.889 2017] ,CHARGING,NA,NA,20000.00,2,22
[Wed Jan 04 18:52:02.123 2017] ,MEASURE,NA,NA,20000.00,2,22
[Wed Jan 04 18:52:02.358 2017] ,MEASURE,NA,NA,20000.00,2,22
[Wed Jan 04 18:52:02.592 2017] ,MEASURE,NA,NA,20000.00,2,22
[Wed Jan 04 18:52:02.827 2017] ,MEASURE,NA,NA,20000.00,2,22
[Wed Jan 04 18:52:03.077 2017] ,MEASURE,NA,NA,20000.00,2,22
[Wed Jan 04 18:52:03.108 2017] ,RECORD,NA,NA,20000.00,2,22
[Wed Jan 04 18:52:03.139 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 20000.00,running_sum = 69 (12bit),running_sum = 67 (mV), temp = 22
[Wed Jan 04 18:52:03.545 2017] ,DISCHARGE,NA,NA,20000.00,2,22
[Wed Jan 04 18:52:06.436 2017] ,CHARGING,NA,NA,20100.00,2,22
[Wed Jan 04 18:52:06.577 2017] ,CHARGING,NA,NA,20100.00,2,22
[Wed Jan 04 18:52:06.811 2017] ,MEASURE,NA,NA,20100.00,2,22
[Wed Jan 04 18:52:07.046 2017] ,MEASURE,NA,NA,20100.00,2,22
[Wed Jan 04 18:52:07.296 2017] ,MEASURE,NA,NA,20100.00,2,22
[Wed Jan 04 18:52:07.530 2017] ,MEASURE,NA,NA,20100.00,2,22
[Wed Jan 04 18:52:07.749 2017] ,MEASURE,NA,NA,20100.00,2,22
[Wed Jan 04 18:52:07.780 2017] ,RECORD,NA,NA,20100.00,2,22
[Wed Jan 04 18:52:07.827 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 20100.00,running_sum = 71 (12bit),running_sum = 69 (mV), temp = 22
[Wed Jan 04 18:52:08.249 2017] ,DISCHARGE,NA,NA,20100.00,2,22
[Wed Jan 04 18:52:11.124 2017] ,CHARGING,NA,NA,20200.00,2,22
[Wed Jan 04 18:52:11.265 2017] ,CHARGING,NA,NA,20200.00,2,22
[Wed Jan 04 18:52:11.515 2017] ,MEASURE,NA,NA,20200.00,2,22
[Wed Jan 04 18:52:11.749 2017] ,MEASURE,NA,NA,20200.00,2,22
[Wed Jan 04 18:52:11.968 2017] ,MEASURE,NA,NA,20200.00,2,22
[Wed Jan 04 18:52:12.218 2017] ,MEASURE,NA,NA,20200.00,2,22
[Wed Jan 04 18:52:12.452 2017] ,MEASURE,NA,NA,20200.00,2,22
[Wed Jan 04 18:52:12.483 2017] ,RECORD,NA,NA,20200.00,2,22
[Wed Jan 04 18:52:12.515 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 20200.00,running_sum = 73 (12bit),running_sum = 71 (mV), temp = 22
[Wed Jan 04 18:52:12.936 2017] ,DISCHARGE,NA,NA,20200.00,2,22
[Wed Jan 04 18:52:15.827 2017] ,CHARGING,NA,NA,20300.00,2,22
[Wed Jan 04 18:52:15.968 2017] ,CHARGING,NA,NA,20300.00,2,22
[Wed Jan 04 18:52:16.187 2017] ,MEASURE,NA,NA,20300.00,2,22
[Wed Jan 04 18:52:16.437 2017] ,MEASURE,NA,NA,20300.00,2,22
[Wed Jan 04 18:52:16.671 2017] ,MEASURE,NA,NA,20300.00,2,22
[Wed Jan 04 18:52:16.905 2017] ,MEASURE,NA,NA,20300.00,2,22
[Wed Jan 04 18:52:17.155 2017] ,MEASURE,NA,NA,20300.00,2,22
[Wed Jan 04 18:52:17.187 2017] ,RECORD,NA,NA,20300.00,2,22
[Wed Jan 04 18:52:17.218 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 20300.00,running_sum = 75 (12bit),running_sum = 73 (mV), temp = 22
[Wed Jan 04 18:52:17.624 2017] ,DISCHARGE,NA,NA,20300.00,2,22
[Wed Jan 04 18:52:20.531 2017] ,CHARGING,NA,NA,20400.00,2,22
[Wed Jan 04 18:52:20.656 2017] ,CHARGING,NA,NA,20400.00,2,22
[Wed Jan 04 18:52:20.890 2017] ,MEASURE,NA,NA,20400.00,2,22
[Wed Jan 04 18:52:21.124 2017] ,MEASURE,NA,NA,20400.00,2,22
[Wed Jan 04 18:52:21.374 2017] ,MEASURE,NA,NA,20400.00,2,22
[Wed Jan 04 18:52:21.609 2017] ,MEASURE,NA,NA,20400.00,2,22
[Wed Jan 04 18:52:21.828 2017] ,MEASURE,NA,NA,20400.00,2,22
[Wed Jan 04 18:52:21.874 2017] ,RECORD,NA,NA,20400.00,2,22
[Wed Jan 04 18:52:21.906 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 20400.00,running_sum = 77 (12bit),running_sum = 75 (mV), temp = 22
[Wed Jan 04 18:52:22.328 2017] ,DISCHARGE,NA,NA,20400.00,2,22
[Wed Jan 04 18:52:25.203 2017] ,CHARGING,NA,NA,20500.00,2,22
[Wed Jan 04 18:52:25.343 2017] ,CHARGING,NA,NA,20500.00,2,22
[Wed Jan 04 18:52:25.593 2017] ,MEASURE,NA,NA,20500.00,2,22
[Wed Jan 04 18:52:25.828 2017] ,MEASURE,NA,NA,20500.00,1,22
[Wed Jan 04 18:52:26.046 2017] ,MEASURE,NA,NA,20500.00,2,22
[Wed Jan 04 18:52:26.297 2017] ,MEASURE,NA,NA,20500.00,2,22
[Wed Jan 04 18:52:26.531 2017] ,MEASURE,NA,NA,20500.00,2,22
[Wed Jan 04 18:52:26.562 2017] ,RECORD,NA,NA,20500.00,2,22
[Wed Jan 04 18:52:26.593 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 20500.00,running_sum = 79 (12bit),running_sum = 77 (mV), temp = 22
[Wed Jan 04 18:52:27.015 2017] ,DISCHARGE,NA,NA,20500.00,2,22
[Wed Jan 04 18:52:29.906 2017] ,CHARGING,NA,NA,20600.00,2,22
[Wed Jan 04 18:52:30.047 2017] ,CHARGING,NA,NA,20600.00,2,22
[Wed Jan 04 18:52:30.265 2017] ,MEASURE,NA,NA,20600.00,1,22
[Wed Jan 04 18:52:30.515 2017] ,MEASURE,NA,NA,20600.00,2,22
[Wed Jan 04 18:52:30.750 2017] ,MEASURE,NA,NA,20600.00,2,22
[Wed Jan 04 18:52:30.984 2017] ,MEASURE,NA,NA,20600.00,2,22
[Wed Jan 04 18:52:31.234 2017] ,MEASURE,NA,NA,20600.00,1,22
[Wed Jan 04 18:52:31.266 2017] ,RECORD,NA,NA,20600.00,1,22
[Wed Jan 04 18:52:31.297 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 20600.00,running_sum = 80 (12bit),running_sum = 78 (mV), temp = 22
[Wed Jan 04 18:52:31.719 2017] ,DISCHARGE,NA,NA,20600.00,2,22
[Wed Jan 04 18:52:34.609 2017] ,CHARGING,NA,NA,20700.00,2,22
[Wed Jan 04 18:52:34.734 2017] ,CHARGING,NA,NA,20700.00,2,22
[Wed Jan 04 18:52:34.969 2017] ,MEASURE,NA,NA,20700.00,1,22
[Wed Jan 04 18:52:35.203 2017] ,MEASURE,NA,NA,20700.00,2,22
[Wed Jan 04 18:52:35.453 2017] ,MEASURE,NA,NA,20700.00,2,22
[Wed Jan 04 18:52:35.688 2017] ,MEASURE,NA,NA,20700.00,2,22
[Wed Jan 04 18:52:35.906 2017] ,MEASURE,NA,NA,20700.00,2,22
[Wed Jan 04 18:52:35.953 2017] ,RECORD,NA,NA,20700.00,2,22
[Wed Jan 04 18:52:35.984 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 20700.00,running_sum = 82 (12bit),running_sum = 80 (mV), temp = 22
[Wed Jan 04 18:52:36.406 2017] ,DISCHARGE,NA,NA,20700.00,2,22
[Wed Jan 04 18:52:39.281 2017] ,CHARGING,NA,NA,20800.00,2,22
[Wed Jan 04 18:52:39.438 2017] ,CHARGING,NA,NA,20800.00,2,22
[Wed Jan 04 18:52:39.672 2017] ,MEASURE,NA,NA,20800.00,1,22
[Wed Jan 04 18:52:39.907 2017] ,MEASURE,NA,NA,20800.00,1,22
[Wed Jan 04 18:52:40.141 2017] ,MEASURE,NA,NA,20800.00,2,22
[Wed Jan 04 18:52:40.375 2017] ,MEASURE,NA,NA,20800.00,2,22
[Wed Jan 04 18:52:40.610 2017] ,MEASURE,NA,NA,20800.00,2,22
[Wed Jan 04 18:52:40.641 2017] ,RECORD,NA,NA,20800.00,2,22
[Wed Jan 04 18:52:40.688 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 20800.00,running_sum = 84 (12bit),running_sum = 82 (mV), temp = 22
[Wed Jan 04 18:52:41.094 2017] ,DISCHARGE,NA,NA,20800.00,2,22
[Wed Jan 04 18:52:43.985 2017] ,CHARGING,NA,NA,20900.00,2,22
[Wed Jan 04 18:52:44.126 2017] ,CHARGING,NA,NA,20900.00,2,22
[Wed Jan 04 18:52:44.360 2017] ,MEASURE,NA,NA,20900.00,1,22
[Wed Jan 04 18:52:44.594 2017] ,MEASURE,NA,NA,20900.00,2,22
[Wed Jan 04 18:52:44.829 2017] ,MEASURE,NA,NA,20900.00,2,22
[Wed Jan 04 18:52:45.079 2017] ,MEASURE,NA,NA,20900.00,2,22
[Wed Jan 04 18:52:45.314 2017] ,MEASURE,NA,NA,20900.00,2,22
[Wed Jan 04 18:52:45.344 2017] ,RECORD,NA,NA,20900.00,2,22
[Wed Jan 04 18:52:45.376 2017] ,PEAK_SUMMATION_INC,NA,NA,freq = 20900.00,running_sum = 86 (12bit),running_sum = 84 (mV), temp = 22
[Wed Jan 04 18:52:45.797 2017] ,DISCHARGE,NA,NA,20900.00,2,22
